"Article_ID","Full_Title","Link_to_Article","Journal","Year","Month","First Author Gender","pubmed_query","pubmed_id","ForeName","LastName"
"Liperoti et al. (2005)","Venous Thromboembolism Among Elderly Patients Treated With Atypical and Conventional Antipsychotic Agents","http://archinte.jamanetwork.com/article.aspx?articleid=766788","Archives of Internal Medicine","2005","12 - Dec","Female","Liperoti 2005 Venous Thromboembolism Among Elderly Patients Treated Atypical Conventional Antipsychotic Agents","16344428.0","Rosa","Liperoti"
"Lipscombe et al. (2007)","Thiazolidinediones and Cardiovascular Outcomes in Older Patients With Diabetes","http://jama.jamanetwork.com/article.aspx?articleid=209722","JAMA","2007","12 - Dec","Female","Lipscombe 2007 Thiazolidinediones Cardiovascular Outcomes Older Patients Diabetes","18073359.0","Lorraine L","Lipscombe"
"Lipton et al. (2000)","Efficacy and Safety of Acetaminophen in the Treatment of Migraine Results of a Randomized| Double-blind| Placebo-Controlled| Population-Based Study","http://archinte.jamanetwork.com/article.aspx?articleid=747523","Archives of Internal Medicine","2000","12 - Dec","Male","Lipton 2000 Efficacy Safety Acetaminophen Treatment Migraine Results Randomized Double blind Placebo Controlled Population Based Study","11112243.0","R B","Lipton"
"List et al. (2005)","Efficacy of Lenalidomide in Myelodysplastic Syndromes","http://www.nejm.org/doi/pdf/10.1056/NEJMoa041668","NEJM","2005","02 - Feb","Male","List 2005 Efficacy Lenalidomide Myelodysplastic Syndromes","15703420.0","Alan","List"
"Litt et al. (2012)","CT Angiography for Safe Discharge of Patients with Possible Acute Coronary Syndromes","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1201163","NEJM","2012","04 - Apr","Male","Litt 2012 Angiography Discharge Patients Possible Acute Coronary Syndromes","22449295.0","Harold I","Litt"
"Little et al. (2002)","ANTIRETROVIRAL-DRUG RESISTANCE AMONG PATIENTS  RECENTLY INFECTED WITH HIV","http://www.nejm.org/doi/pdf/10.1056/NEJMoa013552","NEJM","2002","08 - Aug","Female","Little 2002 ANTIRETROVIRAL RESISTANCE AMONG PATIENTS RECENTLY INFECTED","12167680.0","Susan J","Little"
"Little et al. (2009)","Cytological surveillance compared with immediate referral for colposcopy in management of women with low grade cervical abnormalities: multicentre randomised controlled trial","","BMJ","2009","08 - Aug","Male","Little 2009 Cytological surveillance compared immediate referral colposcopy management women grade cervical abnormalities multicentre randomised controlled trial","","",""
"Little et al. (2013)","Predictors of suppurative complications for acute sore throat in primary care: prospective clinical cohort study","","BMJ","2013","12 - Dec","Male","Little 2013 Predictors suppurative complications acute throat primary prospective clinical cohort study","24277339.0","Paul","Little"
"Liu et al. (1999)","Cardiac and Arterial Target Organ Damage in Adults with Elevated Ambulatory and Normal Office Blood Pressure","http://annals.org/article.aspx?articleid=713014","Annals of Internal Medicine","1999","10 - Oct","Female","Liu 1999 Cardiac Arterial Target Organ Damage Adults Elevated Ambulatory Normal Office Blood Pressure","10523216.0","J E","Liu"
"Liu et al. (2001)","Inappropriate Use of Antibiotics and the Risk for Delayed Admission and Masked Diagnosis of Infectious Diseases:   A Lesson From Taiwan","http://archinte.jamanetwork.com/article.aspx?articleid=649238","Archives of Internal Medicine","2001","10 - Oct","Male","Liu 2001 Inappropriate Antibiotics Delayed Admission Masked Diagnosis Infectious Diseases Lesson Taiwan","11606153.0","Y C","Liu"
"Liu et al. (2006)","Prognostic Factors and Antibiotics in Vibrio vulnificus Septicemia","http://archinte.jamanetwork.com/article.aspx?articleid=411127","Archives of Internal Medicine","2006","10 - Oct","Unknown","Liu 2006 Prognostic Factors Antibiotics Vibrio vulnificus Septicemia","17060542.0","Jien-Wei","Liu"
"Liu et al. (2007)","A Prospective Study of Inflammatory Cytokines and Diabetes Mellitus in a Multiethnic Cohort of Postmenopausal Women","http://archinte.jamanetwork.com/article.aspx?articleid=769862","Archives of Internal Medicine","2007","08 - Aug","Male","Liu 2007 Prospective Study Inflammatory Cytokines Diabetes Mellitus Multiethnic Cohort Postmenopausal Women","17698692.0","Simin","Liu"
"Liu et al. (2012)","Global| regional| and national causes of child mortality: an updated systematic analysis for 2010 with time trends since 2000","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)60560-1/abstract","The Lancet","2012","06 - Jun","Female","Liu 2012 Global regional national causes child mortality updated systematic analysis trends since","22579125.0","Li","Liu"
"Liu et al. (2012)","New Protease Inhibitors for the Treatment of Chronic Hepatitis C: A Cost-Effectiveness Analysis","http://annals.org/article.aspx?articleid=1132633","Annals of Internal Medicine","2012","02 - Feb","Male","Liu 2012 Protease Inhibitors Treatment Chronic Hepatitis Effectiveness Analysis","22351713.0","Shan","Liu"
"Liu et al. (2013)","Micronutrient Supplementation and Pregnancy Outcomes:   Double-Blind Randomized Controlled Trial in China","http://archinte.jamanetwork.com/article.aspx?articleid=1555819","Archives of Internal Medicine","2013","02 - Feb","Male","Liu 2013 Micronutrient Supplementation Pregnancy Outcomes Double Blind Randomized Controlled Trial China","23303315.0","Jian-meng","Liu"
"Lloyd-Jones et al. (1998)","Accuracy of Death Certificates for Coding Coronary Heart Disease as the Cause of Death","http://annals.org/article.aspx?articleid=712390","Annals of Internal Medicine","1998","12 - Dec","Male","Lloyd-Jones 1998 Accuracy Death Certificates Coding Coronary Heart Disease Cause Death","9867756.0","D M","Lloyd-Jones"
"Lloyd-Williams et al. (2003)","Is asking patients in palliative care| “Are you depressed?” appropriate? Prospective study","","BMJ","2003","08 - Aug","Female","Lloyd-Williams 2003 asking patients palliative depressed appropriate Prospective study","12919988.0","Mari","Lloyd-Williams"
"Lo et al. (1998)","PRENATAL DIAGNOSIS OF FETAL RhD STATUS BY MOLECULAR ANALYSIS  OF MATERNAL PLASMA","http://www.nejm.org/doi/pdf/10.1056/NEJM199812103392402","NEJM","1998","12 - Dec","Male","Lo 1998 PRENATAL DIAGNOSIS FETAL STATUS MOLECULAR ANALYSIS MATERNAL PLASMA","9845707.0","Y M","Lo"
"Lockman et al. (2010)","Antiretroviral Therapies in Women after Single-Dose Nevirapine Exposure","http://www.nejm.org/doi/pdf/10.1056/NEJMoa0906626","NEJM","2010","10 - Oct","Female","Lockman 2010 Antiretroviral Therapies Women after Single Nevirapine Exposure","20942666.0","Shahin","Lockman"
"Loeb et al. (2008)","Prognosis after West Nile Virus Infection","http://annals.org/article.aspx?articleid=742195","Annals of Internal Medicine","2008","08 - Aug","Male","Loeb 2008 Prognosis after Virus Infection","18711153.0","Mark","Loeb"
"Loertscher et al. (2010)","Pharmaceutical Industry Support and Residency Education:   A Survey of Internal Medicine Program Directors","http://archinte.jamanetwork.com/article.aspx?articleid=415633","Archives of Internal Medicine","2010","02 - Feb","Female","Loertscher 2010 Pharmaceutical Industry Support Residency Education Survey Internal Medicine Program Directors","20177039.0","Laura L","Loertscher"
"Lofland et al. (1999)","Changes in Resource Use and Outcomes for Patients With Migraine Treated With Sumatriptan A Managed Care Perspective","http://archinte.jamanetwork.com/article.aspx?articleid=485010","Archives of Internal Medicine","1999","04 - Apr","Female","Lofland 1999 Changes Resource Outcomes Patients Migraine Treated Sumatriptan Managed Perspective","10219932.0","J H","Lofland"
"Logan et al. (2011)","Off-Label Use of Recombinant Factor VIIa in U.S. Hospitals: Analysis of Hospital Records","http://annals.org/article.aspx?articleid=746933","Annals of Internal Medicine","2011","04 - Apr","Male","Logan 2011 Label Recombinant Factor Hospitals Analysis Hospital Records","21502649.0","Aaron C","Logan"
"Loh et al. (1999)","Do Patients With Obstructive Sleep Apnea Wake Up With Headaches?","http://archinte.jamanetwork.com/article.aspx?articleid=1105630","Archives of Internal Medicine","1999","08 - Aug","Unknown","Loh 1999 Patients Obstructive Sleep Apnea Headaches","10448780.0","N K","Loh"
"Lohr et al. (1997)","Organizing Pneumonia:   Features and Prognosis of Cryptogenic| Secondary| and Focal Variants","http://archinte.jamanetwork.com/article.aspx?articleid=623434","Archives of Internal Medicine","1997","06 - Jun","Male","Lohr 1997 Organizing Pneumonia Features Prognosis Cryptogenic Secondary Focal Variants","9201006.0","R H","Lohr"
"Loke et al. (2006)","Case reports of suspected adverse drug reactions—systematic literature survey of follow-up","","BMJ","2006","02 - Feb","Male","Loke 2006 reports suspected adverse reactions—systematic literature survey follow","16421149.0","Yoon Kong","Loke"
"Loman et al. (2013)","A Culture-Independent Sequence-Based Metagenomics Approach to the Investigation of an Outbreak of Shiga-Toxigenic Escherichia coli O104:H4","http://jama.jamanetwork.com/article.aspx?articleid=1677374","JAMA","2013","04 - Apr","Male","Loman 2013 Culture Independent Sequence Based Metagenomics Approach Investigation Outbreak Shiga Toxigenic Escherichia","23571589.0","Nicholas J","Loman"
"Long et al. (2010)","The Cost-Effectiveness and Population Outcomes of Expanded HIV Screening and Antiretroviral Treatment in the United States","http://annals.org/article.aspx?articleid=746571","Annals of Internal Medicine","2010","12 - Dec","Female","Long 2010 Effectiveness Population Outcomes Expanded Screening Antiretroviral Treatment United States","21173412.0","Elisa F","Long"
"Longo et al. (2005)","The Long Road to Patient Safety:    A Status Report on Patient Safety Systems","http://jama.jamanetwork.com/article.aspx?articleid=202009","JAMA","2005","12 - Dec","Male","Longo 2005 Patient Safety Status Report Patient Safety Systems","16352793.0","Daniel R","Longo"
"Lonser et al. (2004)","Tumors of the Endolymphatic Sac in von Hippel–Lindau Disease","http://www.nejm.org/doi/pdf/10.1056/NEJMoa040666","NEJM","2004","06 - Jun","Male","Lonser 2004 Tumors Endolymphatic Hippel–Lindau Disease","15190140.0","Russell R","Lonser"
"Loo et al. (2005)","A Predominantly Clonal Multi-Institutional Outbreak of Clostridium difficile –Associated Diarrhea with High Morbidity and Mortality","http://www.nejm.org/doi/pdf/10.1056/NEJMoa051639","NEJM","2005","12 - Dec","Female","Loo 2005 Predominantly Clonal Multi Institutional Outbreak Clostridium difficile –Associated Diarrhea Morbidity Mortality","16322602.0","Vivian G","Loo"
"Lopez et al. (2009)","Hospitalists and the Quality of Care in Hospitals","http://archinte.jamanetwork.com/article.aspx?articleid=1709842","Archives of Internal Medicine","2009","08 - Aug","Male","Lopez 2009 Hospitalists Quality Hospitals","19667302.0","Lenny","López"
"Lopez-Garcia et al. (2008)","The Relationship of Coffee Consumption with Mortality","http://annals.org/article.aspx?articleid=668690","Annals of Internal Medicine","2008","06 - Jun","Female","Lopez-Garcia 2008 Relationship Coffee Consumption Mortality","18559841.0","Esther","Lopez-Garcia"
"Lorgeril et al. (2010)","Cholesterol Lowering| Cardiovascular Diseases| and the Rosuvastatin-JUPITER Controversy:   A Critical Reappraisal","http://archinte.jamanetwork.com/article.aspx?articleid=416101","Archives of Internal Medicine","2010","06 - Jun","Male","Lorgeril 2010 Cholesterol Lowering Cardiovascular Diseases Rosuvastatin JUPITER Controversy Critical Reappraisal","20585068.0","Michel","de Lorgeril"
"Losina et al. (2009)","Cost-effectiveness of Total Knee Arthroplasty in the United States:   Patient Risk and Hospital Volume","http://archinte.jamanetwork.com/article.aspx?articleid=415115","Archives of Internal Medicine","2009","06 - Jun","Female","Losina 2009 effectiveness Total Arthroplasty United States Patient Hospital Volume","19546411.0","Elena","Losina"
"Losina et al. (2011)","Impact of Obesity and Knee Osteoarthritis on Morbidity and Mortality in Older Americans","http://annals.org/article.aspx?articleid=746804","Annals of Internal Medicine","2011","02 - Feb","Female","Losina 2011 Impact Obesity Osteoarthritis Morbidity Mortality Older Americans","21320937.0","Elena","Losina"
"Low et al. (1997)","Gonorrhoea in inner London: results of a cross sectional study","","BMJ","1997","06 - Jun","Unknown","Low 1997 Gonorrhoea inner London results cross sectional study","9185497.0","N","Low"
"Lucchinetti et al. (2011)","Inflammatory Cortical Demyelination in Early Multiple Sclerosis","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1100648","NEJM","2011","12 - Dec","Female","Lucchinetti 2011 Inflammatory Cortical Demyelination Early Multiple Sclerosis","22150037.0","Claudia F","Lucchinetti"
"Lucet et al. (2009)","Carriage of Methicillin-Resistant Staphylococcus aureus in Home Care Settings Prevalence| Duration| and Transmission to Household Members","http://archinte.jamanetwork.com/article.aspx?articleid=1108506","Archives of Internal Medicine","2009","08 - Aug","Male","Lucet 2009 Carriage Methicillin Resistant Staphylococcus aureus Settings Prevalence Duration Transmission Household Members","19667299.0","Jean-Christophe","Lucet"
"Luck et al. (1999)","Effects of video information on precolonoscopy anxiety and knowledge: a randomised trial","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(98)10495-6/abstract","The Lancet","1999","12 - Dec","Male","Luck 1999 Effects video information precolonoscopy anxiety knowledge randomised trial","10636368.0","A","Luck"
"Luderitz et al. (2000)","Quality of Life in Patients With Atrial Fibrillation","http://archinte.jamanetwork.com/article.aspx?articleid=485376","Archives of Internal Medicine","2000","06 - Jun","Unknown","Luderitz 2000 Quality Patients Atrial Fibrillation","10871967.0","B","Lüderitz"
"Luijendijik et al. (2000)","A COMPARISON OF SUTURE REPAIR WITH MESH REPAIR  FOR INCISIONAL HERNIA","http://www.nejm.org/doi/pdf/10.1056/NEJM200008103430603","NEJM","2000","08 - Aug","Male","Luijendijik 2000 COMPARISON SUTURE REPAIR REPAIR INCISIONAL HERNIA","10933738.0","R W","Luijendijk"
"Luise et al. (2002)","Outcome of expectant management of spontaneous first trimester miscarriage: observational study","","BMJ","2002","04 - Apr","Male","Luise 2002 Outcome expectant management spontaneous first trimester miscarriage observational study","11950733.0","Ciro","Luise"
"Luke et al. (2006)","Meta-Analysis: Convalescent Blood Products for Spanish Influenza Pneumonia: A Future H5N1 Treatment?","http://annals.org/article.aspx?articleid=729754","Annals of Internal Medicine","2006","10 - Oct","Male","Luke 2006 Analysis Convalescent Blood Products Spanish Influenza Pneumonia Future Treatment","16940336.0","Thomas C","Luke"
